Date,Sex,Age Group,Total Deaths,COVID-19 Deaths
2020-12-05,Female,<1 Years,130,2
2020-12-05,Female,1-4 Years,28,1
2020-12-05,Female,5-14 Years,35,2
2020-12-05,Female,15-24 Years,192,7
2020-12-05,Female,25-34 Years,439,38
2020-12-05,Female,35-44 Years,758,96
2020-12-05,Female,45-54 Years,"1,482",244
2020-12-05,Female,55-64 Years,"3,671",694
2020-12-05,Female,65-74 Years,"6,564","1,505"
2020-12-05,Female,75-84 Years,"9,099","2,310"
2020-12-05,Female,85+ Years,"14,188","3,603"
2020-12-12,All Sex,All Ages,"82,003","20,940"
2020-12-12,All Sex,<1 Years,370,1
2020-12-12,All Sex,1-4 Years,64,1
2020-12-12,All Sex,5-14 Years,98,3
2020-12-12,All Sex,15-24 Years,652,25
2020-12-12,All Sex,25-34 Years,"1,468",92
2020-12-12,All Sex,35-44 Years,"2,176",272
2020-12-12,All Sex,45-54 Years,"4,187",791
2020-12-12,All Sex,55-64 Years,"10,285","2,159"
2020-12-12,All Sex,65-74 Years,"16,235","4,216"
2020-12-12,All Sex,75-84 Years,"20,735","6,051"
2020-12-12,All Sex,85+ Years,"25,733","7,329"
2020-12-12,Male,All Ages,"43,263","11,342"
2020-12-12,Male,<1 Years,193,1
2020-12-12,Male,1-4 Years,36,1
2020-12-12,Male,5-14 Years,56,0
2020-12-12,Male,15-24 Years,501,13
2020-12-12,Male,25-34 Years,"1,008",60
2020-12-12,Male,35-44 Years,"1,405",172
2020-12-12,Male,45-54 Years,"2,630",526
2020-12-12,Male,55-64 Years,"6,366","1,356"
2020-12-12,Male,65-74 Years,"9,539","2,608"
2020-12-12,Male,75-84 Years,"11,092","3,434"
2020-12-12,Male,85+ Years,"10,437","3,171"
2020-12-12,Female,All Ages,"38,740","9,598"
2020-12-12,Female,<1 Years,177,0
2020-12-12,Female,1-4 Years,28,0
2020-12-12,Female,5-14 Years,42,3
2020-12-12,Female,15-24 Years,151,12
2020-12-12,Female,25-34 Years,460,32
2020-12-12,Female,35-44 Years,771,100
2020-12-12,Female,45-54 Years,"1,557",265
2020-12-12,Female,55-64 Years,"3,919",803
2020-12-12,Female,65-74 Years,"6,696","1,608"
2020-12-12,Female,75-84 Years,"9,643","2,617"
2020-12-12,Female,85+ Years,"15,296","4,158"
2020-12-19,All Sex,All Ages,"82,930","22,341"
2020-12-19,All Sex,<1 Years,345,1
2020-12-19,All Sex,1-4 Years,52,2
2020-12-19,All Sex,5-14 Years,104,0
2020-12-19,All Sex,15-24 Years,722,29
2020-12-19,All Sex,25-34 Years,"1,452",125
2020-12-19,All Sex,35-44 Years,"2,241",279
2020-12-19,All Sex,45-54 Years,"4,381",909
2020-12-19,All Sex,55-64 Years,"10,207","2,355"
2020-12-19,All Sex,65-74 Years,"16,863","4,759"
2020-12-19,All Sex,75-84 Years,"20,935","6,326"
2020-12-19,All Sex,85+ Years,"25,628","7,556"
2020-12-19,Male,All Ages,"43,742","12,116"
2020-12-19,Male,<1 Years,188,1
2020-12-19,Male,1-4 Years,30,2
2020-12-19,Male,5-14 Years,62,0
2020-12-19,Male,15-24 Years,546,22
2020-12-19,Male,25-34 Years,"1,036",81
2020-12-19,Male,35-44 Years,"1,479",187
2020-12-19,Male,45-54 Years,"2,738",581
2020-12-19,Male,55-64 Years,"6,370","1,534"
2020-12-19,Male,65-74 Years,"9,827","2,842"
2020-12-19,Male,75-84 Years,"11,156","3,579"
2020-12-19,Male,85+ Years,"10,310","3,287"
2020-12-19,Female,All Ages,"39,188","10,225"
2020-12-19,Female,<1 Years,157,0
2020-12-19,Female,1-4 Years,22,0
2020-12-19,Female,5-14 Years,42,0
2020-12-19,Female,15-24 Years,176,7
2020-12-19,Female,25-34 Years,416,44
2020-12-19,Female,35-44 Years,762,92
2020-12-19,Female,45-54 Years,"1,643",328
2020-12-19,Female,55-64 Years,"3,837",821
2020-12-19,Female,65-74 Years,"7,036","1,917"
2020-12-19,Female,75-84 Years,"9,779","2,747"
2020-12-19,Female,85+ Years,"15,318","4,269"
2020-12-26,All Sex,All Ages,"84,367","23,398"
2020-12-26,All Sex,<1 Years,336,3
2020-12-26,All Sex,1-4 Years,66,1
2020-12-26,All Sex,5-14 Years,94,4
2020-12-26,All Sex,15-24 Years,686,23
2020-12-26,All Sex,25-34 Years,"1,493",114
2020-12-26,All Sex,35-44 Years,"2,249",351
2020-12-26,All Sex,45-54 Years,"4,548","1,025"
2020-12-26,All Sex,55-64 Years,"10,674","2,613"
2020-12-26,All Sex,65-74 Years,"17,028","4,928"
2020-12-26,All Sex,75-84 Years,"21,284","6,703"
2020-12-26,All Sex,85+ Years,"25,909","7,633"
2020-12-26,Male,All Ages,"44,671","12,751"
2020-12-26,Male,<1 Years,203,2
2020-12-26,Male,1-4 Years,37,1
2020-12-26,Male,5-14 Years,52,2
2020-12-26,Male,15-24 Years,513,18
2020-12-26,Male,25-34 Years,"1,054",64
2020-12-26,Male,35-44 Years,"1,451",217
2020-12-26,Male,45-54 Years,"2,912",676
2020-12-26,Male,55-64 Years,"6,629","1,683"
2020-12-26,Male,65-74 Years,"10,055","3,086"
2020-12-26,Male,75-84 Years,"11,353","3,758"
2020-12-26,Male,85+ Years,"10,412","3,244"
2020-12-26,Female,All Ages,"39,696","10,647"
2020-12-26,Female,<1 Years,133,1
2020-12-26,Female,1-4 Years,29,0
2020-12-26,Female,5-14 Years,42,2
2020-12-26,Female,15-24 Years,173,5
2020-12-26,Female,25-34 Years,439,50
2020-12-26,Female,35-44 Years,798,134
2020-12-26,Female,45-54 Years,"1,636",349
2020-12-26,Female,55-64 Years,"4,045",930
2020-12-26,Female,65-74 Years,"6,973","1,842"
2020-12-26,Female,75-84 Years,"9,931","2,945"
2020-12-26,Female,85+ Years,"15,497","4,389"
2021-01-02,All Sex,All Ages,"87,029","24,892"
2021-01-02,All Sex,<1 Years,378,5
2021-01-02,All Sex,1-4 Years,52,1
2021-01-02,All Sex,5-14 Years,110,4
2021-01-02,All Sex,15-24 Years,731,39
2021-01-02,All Sex,25-34 Years,"1,651",153
2021-01-02,All Sex,35-44 Years,"2,408",375
2021-01-02,All Sex,45-54 Years,"4,626","1,121"
2021-01-02,All Sex,55-64 Years,"10,849","2,840"
2021-01-02,All Sex,65-74 Years,"17,920","5,461"
2021-01-02,All Sex,75-84 Years,"21,942","6,990"
2021-01-02,All Sex,85+ Years,"26,362","7,903"
2021-01-02,Male,All Ages,"46,204","13,760"
2021-01-02,Male,<1 Years,219,2
2021-01-02,Male,1-4 Years,25,0
2021-01-02,Male,5-14 Years,50,2
2021-01-02,Male,15-24 Years,547,28
2021-01-02,Male,25-34 Years,"1,169",92
2021-01-02,Male,35-44 Years,"1,558",245
2021-01-02,Male,45-54 Years,"2,932",752
2021-01-02,Male,55-64 Years,"6,781","1,832"
2021-01-02,Male,65-74 Years,"10,649","3,407"
2021-01-02,Male,75-84 Years,"11,680","3,969"
2021-01-02,Male,85+ Years,"10,594","3,431"
2021-01-02,Female,All Ages,"40,825","11,132"
2021-01-02,Female,<1 Years,159,3
2021-01-02,Female,1-4 Years,27,1
2021-01-02,Female,5-14 Years,60,2
2021-01-02,Female,15-24 Years,184,11
2021-01-02,Female,25-34 Years,482,61
2021-01-02,Female,35-44 Years,850,130
2021-01-02,Female,45-54 Years,"1,694",369
2021-01-02,Female,55-64 Years,"4,068","1,008"
2021-01-02,Female,65-74 Years,"7,271","2,054"
2021-01-02,Female,75-84 Years,"10,262","3,021"
2021-01-02,Female,85+ Years,"15,768","4,472"
2021-01-09,All Sex,All Ages,"87,068","26,026"
2021-01-09,All Sex,<1 Years,360,2
2021-01-09,All Sex,1-4 Years,61,4
2021-01-09,All Sex,5-14 Years,91,4
2021-01-09,All Sex,15-24 Years,657,32
2021-01-09,All Sex,25-34 Years,"1,572",168
2021-01-09,All Sex,35-44 Years,"2,515",404
2021-01-09,All Sex,45-54 Years,"4,689","1,180"
2021-01-09,All Sex,55-64 Years,"11,132","3,020"
2021-01-09,All Sex,65-74 Years,"17,967","5,815"
2021-01-09,All Sex,75-84 Years,"22,078","7,443"
2021-01-09,All Sex,85+ Years,"25,946","7,954"
2021-01-09,Male,All Ages,"46,274","14,356"
2021-01-09,Male,<1 Years,197,0
2021-01-09,Male,1-4 Years,32,3
2021-01-09,Male,5-14 Years,57,1
2021-01-09,Male,15-24 Years,464,17
2021-01-09,Male,25-34 Years,"1,085",104
2021-01-09,Male,35-44 Years,"1,604",250
2021-01-09,Male,45-54 Years,"2,984",770
2021-01-09,Male,55-64 Years,"6,967","1,931"
2021-01-09,Male,65-74 Years,"10,638","3,561"
2021-01-09,Male,75-84 Years,"11,786","4,266"
2021-01-09,Male,85+ Years,"10,460","3,453"
2021-01-09,Female,All Ages,"40,794","11,670"
2021-01-09,Female,<1 Years,163,2
2021-01-09,Female,1-4 Years,29,1
2021-01-09,Female,5-14 Years,34,3
2021-01-09,Female,15-24 Years,193,15
2021-01-09,Female,25-34 Years,487,64
2021-01-09,Female,35-44 Years,911,154
2021-01-09,Female,45-54 Years,"1,705",410
2021-01-09,Female,55-64 Years,"4,165","1,089"
2021-01-09,Female,65-74 Years,"7,329","2,254"
2021-01-09,Female,75-84 Years,"10,292","3,177"
2021-01-09,Female,85+ Years,"15,486","4,501"
2021-01-16,All Sex,All Ages,"87,413","25,738"
2021-01-16,All Sex,<1 Years,378,3
2021-01-16,All Sex,1-4 Years,61,0
2021-01-16,All Sex,5-14 Years,86,4
2021-01-16,All Sex,15-24 Years,698,32
2021-01-16,All Sex,25-34 Years,"1,585",160
2021-01-16,All Sex,35-44 Years,"2,461",373
2021-01-16,All Sex,45-54 Years,"4,686","1,126"
2021-01-16,All Sex,55-64 Years,"11,170","3,135"
2021-01-16,All Sex,65-74 Years,"18,202","5,870"
2021-01-16,All Sex,75-84 Years,"22,152","7,350"
2021-01-16,All Sex,85+ Years,"25,934","7,685"
2021-01-16,Male,All Ages,"46,397","14,287"
2021-01-16,Male,<1 Years,221,3
2021-01-16,Male,1-4 Years,22,0
2021-01-16,Male,5-14 Years,50,1
2021-01-16,Male,15-24 Years,532,17
2021-01-16,Male,25-34 Years,"1,125",106
2021-01-16,Male,35-44 Years,"1,573",229
2021-01-16,Male,45-54 Years,"2,924",732
2021-01-16,Male,55-64 Years,"7,021","1,975"
2021-01-16,Male,65-74 Years,"10,659","3,619"
2021-01-16,Male,75-84 Years,"11,855","4,165"
2021-01-16,Male,85+ Years,"10,415","3,440"
2021-01-16,Female,All Ages,"41,016","11,451"
2021-01-16,Female,<1 Years,157,0
2021-01-16,Female,1-4 Years,39,0
2021-01-16,Female,5-14 Years,36,3
2021-01-16,Female,15-24 Years,166,15
2021-01-16,Female,25-34 Years,460,54
2021-01-16,Female,35-44 Years,888,144
2021-01-16,Female,45-54 Years,"1,762",394
2021-01-16,Female,55-64 Years,"4,149","1,160"
2021-01-16,Female,65-74 Years,"7,543","2,251"
2021-01-16,Female,75-84 Years,"10,297","3,185"
2021-01-16,Female,85+ Years,"15,519","4,245"
2021-01-23,All Sex,All Ages,"83,675","23,730"
2021-01-23,All Sex,<1 Years,367,0
2021-01-23,All Sex,1-4 Years,61,0
2021-01-23,All Sex,5-14 Years,107,3
2021-01-23,All Sex,15-24 Years,711,26
2021-01-23,All Sex,25-34 Years,"1,527",174
2021-01-23,All Sex,35-44 Years,"2,316",394
2021-01-23,All Sex,45-54 Years,"4,474","1,064"
2021-01-23,All Sex,55-64 Years,"10,750","2,927"
2021-01-23,All Sex,65-74 Years,"17,574","5,464"
2021-01-23,All Sex,75-84 Years,"21,162","6,822"
2021-01-23,All Sex,85+ Years,"24,626","6,856"
2021-01-23,Male,All Ages,"44,432","13,116"
2021-01-23,Male,<1 Years,193,0
2021-01-23,Male,1-4 Years,35,0
2021-01-23,Male,5-14 Years,65,3
2021-01-23,Male,15-24 Years,519,14
2021-01-23,Male,25-34 Years,"1,040",107
2021-01-23,Male,35-44 Years,"1,509",255
2021-01-23,Male,45-54 Years,"2,824",703
2021-01-23,Male,55-64 Years,"6,670","1,813"
2021-01-23,Male,65-74 Years,"10,380","3,320"
2021-01-23,Male,75-84 Years,"11,268","3,899"
2021-01-23,Male,85+ Years,"9,929","3,002"
2021-01-23,Female,All Ages,"39,243","10,614"
2021-01-23,Female,<1 Years,174,0
2021-01-23,Female,1-4 Years,26,0
2021-01-23,Female,5-14 Years,42,0
2021-01-23,Female,15-24 Years,192,12
2021-01-23,Female,25-34 Years,487,67
2021-01-23,Female,35-44 Years,807,139
2021-01-23,Female,45-54 Years,"1,650",361
2021-01-23,Female,55-64 Years,"4,080","1,114"
2021-01-23,Female,65-74 Years,"7,194","2,144"
2021-01-23,Female,75-84 Years,"9,894","2,923"
2021-01-23,Female,85+ Years,"14,697","3,854"
2021-01-30,All Sex,All Ages,"79,197","20,362"
2021-01-30,All Sex,<1 Years,408,1
2021-01-30,All Sex,1-4 Years,58,0
2021-01-30,All Sex,5-14 Years,99,6
2021-01-30,All Sex,15-24 Years,714,32
2021-01-30,All Sex,25-34 Years,"1,441",130
2021-01-30,All Sex,35-44 Years,"2,237",347
2021-01-30,All Sex,45-54 Years,"4,384",992
2021-01-30,All Sex,55-64 Years,"10,318","2,627"
2021-01-30,All Sex,65-74 Years,"16,550","4,675"
2021-01-30,All Sex,75-84 Years,"19,785","5,775"
2021-01-30,All Sex,85+ Years,"23,203","5,777"
2021-01-30,Male,All Ages,"42,238","11,387"
2021-01-30,Male,<1 Years,212,0
2021-01-30,Male,1-4 Years,33,0
2021-01-30,Male,5-14 Years,62,5
2021-01-30,Male,15-24 Years,515,19
2021-01-30,Male,25-34 Years,991,86
2021-01-30,Male,35-44 Years,"1,500",240
2021-01-30,Male,45-54 Years,"2,766",647
2021-01-30,Male,55-64 Years,"6,453","1,648"
2021-01-30,Male,65-74 Years,"9,826","2,859"
2021-01-30,Male,75-84 Years,"10,516","3,313"
2021-01-30,Male,85+ Years,"9,364","2,570"
2021-01-30,Female,All Ages,"36,959","8,975"
2021-01-30,Female,<1 Years,196,1
2021-01-30,Female,1-4 Years,25,0
2021-01-30,Female,5-14 Years,37,1
2021-01-30,Female,15-24 Years,199,13
2021-01-30,Female,25-34 Years,450,44
2021-01-30,Female,35-44 Years,737,107
2021-01-30,Female,45-54 Years,"1,618",345
2021-01-30,Female,55-64 Years,"3,865",979
2021-01-30,Female,65-74 Years,"6,724","1,816"
2021-01-30,Female,75-84 Years,"9,269","2,462"
2021-01-30,Female,85+ Years,"13,839","3,207"
2021-02-06,All Sex,All Ages,"76,512","17,067"
2021-02-06,All Sex,<1 Years,348,2
2021-02-06,All Sex,1-4 Years,75,2
2021-02-06,All Sex,5-14 Years,110,4
2021-02-06,All Sex,15-24 Years,723,24
2021-02-06,All Sex,25-34 Years,"1,506",99
2021-02-06,All Sex,35-44 Years,"2,336",261
2021-02-06,All Sex,45-54 Years,"4,153",836
2021-02-06,All Sex,55-64 Years,"10,117","2,211"
2021-02-06,All Sex,65-74 Years,"16,260","4,163"
2021-02-06,All Sex,75-84 Years,"18,922","4,839"
2021-02-06,All Sex,85+ Years,"21,962","4,626"
2021-02-06,Male,All Ages,"40,995","9,806"
2021-02-06,Male,<1 Years,181,1
2021-02-06,Male,1-4 Years,39,1
2021-02-06,Male,5-14 Years,47,0
2021-02-06,Male,15-24 Years,516,16
2021-02-06,Male,25-34 Years,"1,046",62
2021-02-06,Male,35-44 Years,"1,533",161
2021-02-06,Male,45-54 Years,"2,572",539
2021-02-06,Male,55-64 Years,"6,248","1,391"
2021-02-06,Male,65-74 Years,"9,693","2,616"
2021-02-06,Male,75-84 Years,"10,204","2,857"
2021-02-06,Male,85+ Years,"8,916","2,162"
2021-02-06,Female,All Ages,"35,517","7,261"
2021-02-06,Female,<1 Years,167,1
2021-02-06,Female,1-4 Years,36,1
2021-02-06,Female,5-14 Years,63,4
2021-02-06,Female,15-24 Years,207,8
2021-02-06,Female,25-34 Years,460,37
2021-02-06,Female,35-44 Years,803,100
2021-02-06,Female,45-54 Years,"1,581",297
2021-02-06,Female,55-64 Years,"3,869",820
2021-02-06,Female,65-74 Years,"6,567","1,547"
2021-02-06,Female,75-84 Years,"8,718","1,982"
2021-02-06,Female,85+ Years,"13,046","2,464"
2021-02-13,All Sex,All Ages,"71,513","13,550"
2021-02-13,All Sex,<1 Years,367,2
2021-02-13,All Sex,1-4 Years,65,0
2021-02-13,All Sex,5-14 Years,103,2
2021-02-13,All Sex,15-24 Years,632,22
2021-02-13,All Sex,25-34 Years,"1,453",76
2021-02-13,All Sex,35-44 Years,"2,237",232
2021-02-13,All Sex,45-54 Years,"4,204",727
2021-02-13,All Sex,55-64 Years,"9,651","1,917"
2021-02-13,All Sex,65-74 Years,"15,018","3,282"
2021-02-13,All Sex,75-84 Years,"17,771","3,774"
2021-02-13,All Sex,85+ Years,"20,012","3,516"
2021-02-13,Male,All Ages,"38,283","7,695"
2021-02-13,Male,<1 Years,223,2
2021-02-13,Male,1-4 Years,35,0
2021-02-13,Male,5-14 Years,54,2
2021-02-13,Male,15-24 Years,445,11
2021-02-13,Male,25-34 Years,"1,026",52
2021-02-13,Male,35-44 Years,"1,404",127
2021-02-13,Male,45-54 Years,"2,648",481
2021-02-13,Male,55-64 Years,"6,012","1,193"
2021-02-13,Male,65-74 Years,"8,946","2,053"
2021-02-13,Male,75-84 Years,"9,392","2,163"
2021-02-13,Male,85+ Years,"8,098","1,611"
2021-02-13,Female,All Ages,"33,230","5,855"
2021-02-13,Female,<1 Years,144,0
2021-02-13,Female,1-4 Years,30,0
2021-02-13,Female,5-14 Years,49,0
2021-02-13,Female,15-24 Years,187,11
2021-02-13,Female,25-34 Years,427,24
2021-02-13,Female,35-44 Years,833,105
2021-02-13,Female,45-54 Years,"1,556",246
2021-02-13,Female,55-64 Years,"3,639",724
2021-02-13,Female,65-74 Years,"6,072","1,229"
2021-02-13,Female,75-84 Years,"8,379","1,611"
2021-02-13,Female,85+ Years,"11,914","1,905"
2021-02-20,All Sex,All Ages,"69,513","10,834"
2021-02-20,All Sex,<1 Years,374,1
2021-02-20,All Sex,1-4 Years,68,0
2021-02-20,All Sex,5-14 Years,102,1
2021-02-20,All Sex,15-24 Years,638,14
2021-02-20,All Sex,25-34 Years,"1,395",87
2021-02-20,All Sex,35-44 Years,"2,025",179
2021-02-20,All Sex,45-54 Years,"3,994",559
2021-02-20,All Sex,55-64 Years,"9,417","1,650"
2021-02-20,All Sex,65-74 Years,"14,780","2,716"
2021-02-20,All Sex,75-84 Years,"17,095","2,955"
2021-02-20,All Sex,85+ Years,"19,625","2,672"
2021-02-20,Male,All Ages,"36,969","6,212"
2021-02-20,Male,<1 Years,192,1
2021-02-20,Male,1-4 Years,35,0
2021-02-20,Male,5-14 Years,64,0
2021-02-20,Male,15-24 Years,441,10
2021-02-20,Male,25-34 Years,"1,007",60
2021-02-20,Male,35-44 Years,"1,297",117
2021-02-20,Male,45-54 Years,"2,516",386
2021-02-20,Male,55-64 Years,"5,864","1,062"
2021-02-20,Male,65-74 Years,"8,671","1,674"
2021-02-20,Male,75-84 Years,"9,006","1,714"
2021-02-20,Male,85+ Years,"7,876","1,188"
2021-02-20,Female,All Ages,"32,544","4,622"
2021-02-20,Female,<1 Years,182,0
2021-02-20,Female,1-4 Years,33,0
2021-02-20,Female,5-14 Years,38,1
2021-02-20,Female,15-24 Years,197,4
2021-02-20,Female,25-34 Years,388,27
2021-02-20,Female,35-44 Years,728,62
2021-02-20,Female,45-54 Years,"1,478",173
2021-02-20,Female,55-64 Years,"3,553",588
2021-02-20,Female,65-74 Years,"6,109","1,042"
2021-02-20,Female,75-84 Years,"8,089","1,241"
2021-02-20,Female,85+ Years,"11,749","1,484"
2021-02-27,All Sex,All Ages,"66,739","8,674"
2021-02-27,All Sex,<1 Years,401,2
2021-02-27,All Sex,1-4 Years,63,1
2021-02-27,All Sex,5-14 Years,119,1
2021-02-27,All Sex,15-24 Years,685,24
2021-02-27,All Sex,25-34 Years,"1,399",46
2021-02-27,All Sex,35-44 Years,"2,102",160
2021-02-27,All Sex,45-54 Years,"3,914",510
2021-02-27,All Sex,55-64 Years,"8,855","1,239"
2021-02-27,All Sex,65-74 Years,"14,201","2,261"
2021-02-27,All Sex,75-84 Years,"16,238","2,422"
2021-02-27,All Sex,85+ Years,"18,762","2,008"
2021-02-27,Male,All Ages,"35,250","4,827"
2021-02-27,Male,<1 Years,216,2
2021-02-27,Male,1-4 Years,33,1
2021-02-27,Male,5-14 Years,71,1
2021-02-27,Male,15-24 Years,486,15
2021-02-27,Male,25-34 Years,982,29
2021-02-27,Male,35-44 Years,"1,373",91
2021-02-27,Male,45-54 Years,"2,431",327
2021-02-27,Male,55-64 Years,"5,432",779
2021-02-27,Male,65-74 Years,"8,255","1,304"
2021-02-27,Male,75-84 Years,"8,488","1,420"
2021-02-27,Male,85+ Years,"7,483",858
2021-02-27,Female,All Ages,"31,489","3,847"
2021-02-27,Female,<1 Years,185,0
2021-02-27,Female,1-4 Years,30,0
2021-02-27,Female,5-14 Years,48,0
2021-02-27,Female,15-24 Years,199,9
2021-02-27,Female,25-34 Years,417,17
2021-02-27,Female,35-44 Years,729,69
2021-02-27,Female,45-54 Years,"1,483",183
2021-02-27,Female,55-64 Years,"3,423",460
2021-02-27,Female,65-74 Years,"5,946",957
2021-02-27,Female,75-84 Years,"7,750","1,002"
2021-02-27,Female,85+ Years,"11,279","1,150"
2021-03-06,All Sex,All Ages,"63,696","6,741"
2021-03-06,All Sex,<1 Years,348,2
2021-03-06,All Sex,1-4 Years,51,0
2021-03-06,All Sex,5-14 Years,126,2
2021-03-06,All Sex,15-24 Years,669,10
2021-03-06,All Sex,25-34 Years,"1,435",62
2021-03-06,All Sex,35-44 Years,"2,106",136
2021-03-06,All Sex,45-54 Years,"3,745",414
2021-03-06,All Sex,55-64 Years,"8,773","1,029"
2021-03-06,All Sex,65-74 Years,"13,346","1,792"
2021-03-06,All Sex,75-84 Years,"15,539","1,804"
2021-03-06,All Sex,85+ Years,"17,558","1,490"
2021-03-06,Male,All Ages,"33,803","3,843"
2021-03-06,Male,<1 Years,179,1
2021-03-06,Male,1-4 Years,31,0
2021-03-06,Male,5-14 Years,75,2
2021-03-06,Male,15-24 Years,481,6
2021-03-06,Male,25-34 Years,"1,006",39
2021-03-06,Male,35-44 Years,"1,354",86
2021-03-06,Male,45-54 Years,"2,357",253
2021-03-06,Male,55-64 Years,"5,480",645
2021-03-06,Male,65-74 Years,"7,732","1,085"
2021-03-06,Male,75-84 Years,"8,086","1,047"
2021-03-06,Male,85+ Years,"7,022",679
2021-03-06,Female,All Ages,"29,893","2,898"
2021-03-06,Female,<1 Years,169,1
2021-03-06,Female,1-4 Years,20,0
2021-03-06,Female,5-14 Years,51,0
2021-03-06,Female,15-24 Years,188,4
2021-03-06,Female,25-34 Years,429,23
2021-03-06,Female,35-44 Years,752,50
2021-03-06,Female,45-54 Years,"1,388",161
2021-03-06,Female,55-64 Years,"3,293",384
2021-03-06,Female,65-74 Years,"5,614",707
2021-03-06,Female,75-84 Years,"7,453",757
2021-03-06,Female,85+ Years,"10,536",811
2021-03-13,All Sex,All Ages,"61,859","5,732"
2021-03-13,All Sex,<1 Years,371,2
2021-03-13,All Sex,1-4 Years,57,0
2021-03-13,All Sex,5-14 Years,99,0
2021-03-13,All Sex,15-24 Years,690,9
2021-03-13,All Sex,25-34 Years,"1,418",45
2021-03-13,All Sex,35-44 Years,"2,071",121
2021-03-13,All Sex,45-54 Years,"3,708",384
2021-03-13,All Sex,55-64 Years,"8,302",968
2021-03-13,All Sex,65-74 Years,"12,889","1,495"
2021-03-13,All Sex,75-84 Years,"14,974","1,422"
2021-03-13,All Sex,85+ Years,"17,280","1,286"
2021-03-13,Male,All Ages,"32,733","3,198"
2021-03-13,Male,<1 Years,204,1
2021-03-13,Male,1-4 Years,27,0
2021-03-13,Male,5-14 Years,59,0
2021-03-13,Male,15-24 Years,509,7
2021-03-13,Male,25-34 Years,"1,004",25
2021-03-13,Male,35-44 Years,"1,333",67
2021-03-13,Male,45-54 Years,"2,339",241
2021-03-13,Male,55-64 Years,"5,116",587
2021-03-13,Male,65-74 Years,"7,489",869
2021-03-13,Male,75-84 Years,"7,841",828
2021-03-13,Male,85+ Years,"6,812",573
2021-03-13,Female,All Ages,"29,126","2,534"
2021-03-13,Female,<1 Years,167,1
2021-03-13,Female,1-4 Years,30,0
2021-03-13,Female,5-14 Years,40,0
2021-03-13,Female,15-24 Years,181,2
2021-03-13,Female,25-34 Years,414,20
2021-03-13,Female,35-44 Years,738,54
2021-03-13,Female,45-54 Years,"1,369",143
2021-03-13,Female,55-64 Years,"3,186",381
2021-03-13,Female,65-74 Years,"5,400",626
2021-03-13,Female,75-84 Years,"7,133",594
2021-03-13,Female,85+ Years,"10,468",713
2021-03-20,All Sex,All Ages,"60,371","4,911"
2021-03-20,All Sex,<1 Years,369,2
2021-03-20,All Sex,1-4 Years,65,0
2021-03-20,All Sex,5-14 Years,99,2
2021-03-20,All Sex,15-24 Years,717,12
2021-03-20,All Sex,25-34 Years,"1,495",45
2021-03-20,All Sex,35-44 Years,"2,143",145
2021-03-20,All Sex,45-54 Years,"3,686",335
2021-03-20,All Sex,55-64 Years,"8,124",779
2021-03-20,All Sex,65-74 Years,"12,443","1,246"
2021-03-20,All Sex,75-84 Years,"14,487","1,306"
2021-03-20,All Sex,85+ Years,"16,743","1,039"
2021-03-20,Male,All Ages,"32,009","2,779"
2021-03-20,Male,<1 Years,205,0
2021-03-20,Male,1-4 Years,41,0
2021-03-20,Male,5-14 Years,57,1
2021-03-20,Male,15-24 Years,534,6
2021-03-20,Male,25-34 Years,"1,027",19
2021-03-20,Male,35-44 Years,"1,384",81
2021-03-20,Male,45-54 Years,"2,307",216
2021-03-20,Male,55-64 Years,"5,009",496
2021-03-20,Male,65-74 Years,"7,230",755
2021-03-20,Male,75-84 Years,"7,555",729
2021-03-20,Male,85+ Years,"6,660",476
2021-03-20,Female,All Ages,"28,362","2,132"
2021-03-20,Female,<1 Years,164,2
2021-03-20,Female,1-4 Years,24,0
2021-03-20,Female,5-14 Years,42,1
2021-03-20,Female,15-24 Years,183,6
2021-03-20,Female,25-34 Years,468,26
2021-03-20,Female,35-44 Years,759,64
2021-03-20,Female,45-54 Years,"1,379",119
2021-03-20,Female,55-64 Years,"3,115",283
